NC_003279.8	49547	49630	DNA
NC_003279.8	51438	52228	DNA
NC_003279.8	52648	52822	RC/Helitron
NC_003279.8	53715	53931	RC/Helitron
NC_003279.8	54804	55008	DNA
NC_003279.8	58870	59022	DNA/hAT
NC_003279.8	60410	60496	Satellite
NC_003279.8	60497	60601	DNA/hAT
NC_003279.8	60602	60637	Unknown
NC_003279.8	60602	60642	Satellite
NC_003279.8	60638	60820	DNA/hAT
NC_003279.8	60821	60856	Unknown
NC_003279.8	62372	62419	DNA/hAT
NC_003279.8	62624	62684	DNA/hAT
NC_003279.8	63291	63532	DNA/TcMar-Tc4
NC_003279.8	63529	63698	DNA/TcMar-Tc4
NC_003279.8	68650	68724	DNA/hAT-Ac
NC_003279.8	68654	68739	DNA/hAT
NC_003279.8	68748	68835	DNA/hAT
NC_003279.8	69286	69426	DNA
NC_003279.8	69586	69748	DNA
NC_003279.8	70485	70782	DNA/TcMar-Tc1?
NC_003279.8	70777	70881	RC/Helitron
NC_003279.8	70915	71151	DNA/TcMar-Tc1?
NC_003279.8	71524	71802	DNA
NC_003279.8	73488	73611	RC/Helitron
NC_003279.8	74184	74279	DNA/hAT
NC_003279.8	74281	74439	DNA/hAT
NC_003279.8	74373	74453	Unknown
NC_003279.8	74441	74577	DNA
NC_003279.8	75657	75738	DNA
NC_003279.8	83649	83973	DNA/TcMar-Tc1?
NC_003279.8	85296	85362	DNA/TcMar-Tc2
NC_003279.8	85821	86043	DNA/hAT
NC_003279.8	86089	86176	DNA/TcMar-Tc2
NC_003279.8	87251	87403	RC/Helitron
NC_003279.8	88987	89203	DNA/TcMar-Mariner
NC_003279.8	98194	98279	DNA
NC_003279.8	100646	100818	DNA/TcMar-Tc1?
NC_003279.8	101833	101940	DNA/TcMar-Tc1?
NC_003279.8	101951	102064	DNA/TcMar-Tc1?
NC_003279.8	105015	105304	DNA
NC_003279.8	114800	114919	DNA
NC_003279.8	115082	115412	DNA/TcMar-Tc1?
NC_003279.8	118394	118494	RC/Helitron
NC_003279.8	119126	119168	DNA/hAT
NC_003279.8	119136	119157	DNA/hAT-Ac
NC_003279.8	119158	119268	DNA/hAT
NC_003279.8	119269	119450	DNA/hAT
NC_003279.8	119451	119478	DNA/hAT
NC_003279.8	121480	121576	DNA/hAT
NC_003279.8	121577	121677	DNA/hAT
NC_003279.8	121617	121694	Satellite
NC_003279.8	121695	121822	Unknown
NC_003279.8	122964	123004	DNA/hAT
NC_003279.8	125407	125479	DNA/hAT
NC_003279.8	125479	125531	DNA/hAT
NC_003279.8	126845	127164	DNA/TcMar-Tc1?
NC_003279.8	131604	131747	DNA/TcMar-Tc1?
NC_003279.8	131907	132053	DNA/TcMar-Tc1?
NC_003279.8	132739	132805	RC/Helitron
NC_003279.8	134720	135019	DNA/TcMar-Tc1?
NC_003279.8	135150	135343	DNA
NC_003279.8	136060	136192	DNA/hAT
NC_003279.8	144997	145050	DNA
NC_003279.8	145847	145896	RC/Helitron
NC_003279.8	148366	148746	LINE/CR1
NC_003279.8	155633	155812	DNA/hAT
NC_003279.8	156636	156766	Satellite
NC_003279.8	158192	158344	DNA/PiggyBac?
NC_003279.8	158361	158991	DNA/TcMar-Tc4
NC_003279.8	161279	161540	RC/Helitron
NC_003279.8	164242	164578	RC/Helitron
NC_003279.8	169364	169452	DNA
NC_003279.8	172078	172348	DNA/TcMar-Tc1
NC_003279.8	176349	176450	DNA/hAT
NC_003279.8	176384	176509	DNA/hAT
NC_003279.8	176407	176618	Unknown
NC_003279.8	176528	176629	DNA/hAT-Ac
NC_003279.8	178192	178321	DNA/TcMar-Tc1
NC_003279.8	178875	179114	RC/Helitron
NC_003279.8	180718	181099	DNA
NC_003279.8	185099	188581	DNA/TcMar-Tc4
NC_003279.8	190059	190321	RC/Helitron
NC_003279.8	191314	191537	DNA/hAT
NC_003279.8	192308	192409	DNA/TcMar-Tc1?
NC_003279.8	192452	192571	DNA/TcMar-Tc1?
NC_003279.8	194012	194228	DNA/hAT
NC_003279.8	196919	197171	SINE/tRNA-RTE
NC_003279.8	197746	197837	Satellite
NC_003279.8	198288	198921	DNA/TcMar-Tc4
NC_003279.8	199364	199462	Satellite
NC_003279.8	199580	199958	DNA/hAT?
NC_003279.8	200746	201271	DNA
NC_003279.8	202534	202753	Satellite
NC_003279.8	202581	202766	Unknown
NC_003279.8	202838	202968	DNA
NC_003279.8	203734	204076	DNA/TcMar-Tc1?
NC_003279.8	205636	205773	DNA/TcMar-Tc1?
NC_003279.8	205774	205938	DNA/TcMar-Tc1?
NC_003279.8	205956	206084	DNA/TcMar-Tc1?
NC_003279.8	206095	206355	SINE/tRNA-RTE
NC_003279.8	207342	207699	RC/Helitron
NC_003279.8	209581	209791	RC/Helitron
NC_003279.8	212568	212621	DNA/hAT
NC_003279.8	212589	212632	Satellite
NC_003279.8	212618	212723	DNA/hAT
NC_003279.8	212724	212833	DNA/hAT
NC_003279.8	212816	212858	Unknown
NC_003279.8	213098	213160	DNA
NC_003279.8	213259	213377	DNA
NC_003279.8	214443	214532	DNA
NC_003279.8	214595	214740	DNA
NC_003279.8	214752	214831	DNA/PiggyBac?
NC_003279.8	216924	217550	DNA/PIF-Harbinger
NC_003279.8	217547	217647	DNA/PIF-Harbinger
NC_003279.8	217873	218009	DNA
NC_003279.8	217962	218018	DNA/hAT
NC_003279.8	220604	220668	DNA
NC_003279.8	220733	220872	DNA
NC_003279.8	220884	220969	DNA/PiggyBac?
NC_003279.8	222694	223542	RC/Helitron
NC_003279.8	228181	228836	LTR/Pao
NC_003279.8	232751	237779	DNA/CMC-Chapaev
NC_003279.8	239351	239438	DNA/TcMar-Mariner
NC_003279.8	239830	239921	DNA/hAT
NC_003279.8	239922	240005	DNA
NC_003279.8	240033	240109	DNA/hAT
NC_003279.8	240165	240221	DNA
NC_003279.8	240223	240323	DNA
NC_003279.8	241474	241680	RC/Helitron
NC_003279.8	241558	241568	RC/Helitron
NC_003279.8	241569	241734	Satellite
NC_003279.8	241735	241792	RC/Helitron
NC_003279.8	241946	242127	RC/Helitron
NC_003279.8	242500	242587	DNA/TcMar-Mariner
NC_003279.8	245890	246040	RC/Helitron
NC_003279.8	247130	247356	DNA/MULE-MuDR
NC_003279.8	247548	247803	DNA
NC_003279.8	247804	248057	DNA/TcMar-Tc1?
NC_003279.8	248273	248352	DNA
NC_003279.8	250418	250561	DNA/TcMar-Tc1?
NC_003279.8	250541	250696	DNA/TcMar-Tc1?
NC_003279.8	250803	250937	DNA
NC_003279.8	256758	256943	DNA/TcMar-Tc4
NC_003279.8	256947	257067	DNA/TcMar-Tc4
NC_003279.8	259705	260043	DNA/TcMar-Tc1?
NC_003279.8	260547	260721	DNA
NC_003279.8	263706	264018	DNA
NC_003279.8	264018	264149	DNA
NC_003279.8	265403	265439	DNA?
NC_003279.8	266036	266201	DNA
NC_003279.8	267161	267224	Unknown
NC_003279.8	268332	268447	DNA/PiggyBac?
NC_003279.8	269387	269466	Satellite
NC_003279.8	269569	269637	Satellite
NC_003279.8	270021	270187	RC/Helitron
NC_003279.8	270635	270668	RC/Helitron
NC_003279.8	270669	270774	Satellite
NC_003279.8	270775	270851	RC/Helitron
NC_003279.8	272428	272526	DNA/PiggyBac?
NC_003279.8	273471	273604	DNA/PiggyBac?
NC_003279.8	274257	274308	RC/Helitron
NC_003279.8	274735	274960	DNA/hAT
NC_003279.8	276015	276242	RC/Helitron
NC_003279.8	276124	276264	RC/Helitron
NC_003279.8	276771	276991	RC/Helitron
NC_003279.8	278595	278722	DNA/hAT
NC_003279.8	278835	278936	DNA/hAT
NC_003279.8	279371	279670	RC/Helitron
NC_003279.8	280520	281446	RC/Helitron
NC_003279.8	281448	282335	RC/Helitron
NC_003279.8	282341	282463	RC/Helitron
NC_003279.8	282513	282626	RC/Helitron
NC_003279.8	282988	283058	DNA/hAT
NC_003279.8	283891	284127	DNA
NC_003279.8	284917	284993	RC/Helitron
NC_003279.8	285295	285520	DNA
NC_003279.8	285656	285834	RC/Helitron
NC_003279.8	289940	290039	DNA/TcMar-Tc1?
NC_003279.8	290097	290267	DNA/TcMar-Tc1?
NC_003279.8	290668	290734	DNA/TcMar-Tc1?
NC_003279.8	290860	290971	DNA/TcMar-Tc1?
NC_003279.8	292896	293085	DNA/hAT
NC_003279.8	294568	294901	DNA/TcMar-Tc1?
NC_003279.8	294914	294964	DNA/TcMar-Pogo
NC_003279.8	295545	295656	DNA/hAT
NC_003279.8	298052	298140	DNA/TcMar-Tc1?
NC_003279.8	298133	298204	DNA/TcMar-Tc1?
NC_003279.8	298871	299020	DNA/hAT
NC_003279.8	299522	299569	DNA/hAT
NC_003279.8	299537	299611	DNA/hAT
NC_003279.8	300042	300095	DNA/hAT
NC_003279.8	300386	300460	DNA/hAT-Ac
NC_003279.8	300503	300523	Unknown
NC_003279.8	300524	300599	DNA/hAT
NC_003279.8	300537	300601	DNA/hAT
NC_003279.8	301011	301101	DNA/hAT
NC_003279.8	301285	301322	DNA/hAT
NC_003279.8	301310	301486	DNA/hAT
NC_003279.8	303085	303180	DNA/PiggyBac?
NC_003279.8	308009	308201	RC/Helitron
NC_003279.8	308861	308961	DNA
NC_003279.8	308953	309017	DNA
NC_003279.8	309818	310129	DNA/TcMar-Tc1?
NC_003279.8	310483	310573	DNA
NC_003279.8	316267	316394	DNA/CMC-Chapaev
NC_003279.8	317666	318128	DNA/CMC-Chapaev
NC_003279.8	318292	318510	DNA/TcMar-Tc1?
NC_003279.8	322689	322765	DNA/PiggyBac?
NC_003279.8	328469	328573	DNA/MULE-MuDR
NC_003279.8	331394	331490	Satellite
NC_003279.8	331477	331588	DNA/hAT
NC_003279.8	331620	331705	DNA/hAT
NC_003279.8	333413	333565	DNA/TcMar-Tc1?
NC_003279.8	333539	333693	DNA/TcMar-Tc1?
NC_003279.8	334677	335284	RC/Helitron
NC_003279.8	335285	335591	Satellite
NC_003279.8	335592	335615	RC/Helitron
NC_003279.8	341223	341393	SINE/tRNA-RTE
NC_003279.8	341398	341655	LINE/I-Jockey
NC_003279.8	342182	342232	RC/Helitron
NC_003279.8	342233	342376	DNA/TcMar-Tc1?
NC_003279.8	342379	342613	DNA
NC_003279.8	344473	344782	DNA/TcMar-Tc1?
NC_003279.8	349734	349792	DNA
NC_003279.8	349874	349970	DNA
NC_003279.8	350078	350146	DNA
NC_003279.8	351138	351472	DNA/PiggyBac?
NC_003279.8	352168	352323	DNA/TcMar-Tc1?
NC_003279.8	352405	352547	DNA/TcMar-Tc1?
NC_003279.8	353312	353556	RC/Helitron
NC_003279.8	354725	355063	Satellite
NC_003279.8	354763	355309	RC/Helitron
NC_003279.8	359231	359289	LINE/CR1
NC_003279.8	359815	360003	DNA
NC_003279.8	361598	361808	DNA
NC_003279.8	362136	362566	DNA/TcMar-Pogo
NC_003279.8	362592	362798	DNA
NC_003279.8	365326	365402	DNA
NC_003279.8	365332	365413	DNA
NC_003279.8	366202	366351	DNA
NC_003279.8	366352	366514	DNA
NC_003279.8	368705	368771	DNA
NC_003279.8	369339	369554	DNA
NC_003279.8	372704	372760	DNA/hAT
NC_003279.8	372773	372803	DNA
NC_003279.8	372844	373226	RC/Helitron
NC_003279.8	385457	385787	DNA
NC_003279.8	388983	389115	Unknown
NC_003279.8	389125	389380	DNA
NC_003279.8	389558	389740	DNA
NC_003279.8	389842	390165	DNA/TcMar-Tc1?
NC_003279.8	390647	390716	DNA
NC_003279.8	391960	392123	DNA
NC_003279.8	393683	393802	RC/Helitron
NC_003279.8	394556	394790	DNA
NC_003279.8	395840	395944	DNA
NC_003279.8	396160	396332	DNA/TcMar-Tc1?
NC_003279.8	396414	396510	DNA/TcMar-Tc1?
NC_003279.8	397476	397552	DNA/TcMar-Tc1?
NC_003279.8	397550	397685	DNA/TcMar-Tc1?
NC_003279.8	400412	400537	DNA?
NC_003279.8	400539	401911	DNA?
NC_003279.8	403851	404094	DNA/hAT
NC_003279.8	404263	404596	DNA/TcMar-Tc1?
NC_003279.8	405271	405978	DNA
NC_003279.8	406668	407265	DNA/PiggyBac?
NC_003279.8	408993	409159	DNA/TcMar-Tc1?
NC_003279.8	409223	409354	DNA/TcMar-Tc1?
NC_003279.8	409892	410309	DNA/PiggyBac?
NC_003279.8	411594	411917	DNA/TcMar-Tc1?
NC_003279.8	413185	413422	DNA
NC_003279.8	413631	413864	DNA
NC_003279.8	413873	413990	DNA/TcMar-Tc1?
NC_003279.8	414077	414156	DNA/TcMar-Tc1?
NC_003279.8	414169	415755	DNA?
NC_003279.8	417224	417281	DNA/hAT
NC_003279.8	422908	422991	DNA/hAT
NC_003279.8	422992	423104	DNA/hAT-Ac
NC_003279.8	425016	425063	LINE/CR1
NC_003279.8	425609	426059	DNA/TcMar-Pogo
NC_003279.8	427244	427424	DNA
NC_003279.8	427603	427661	DNA
NC_003279.8	428426	428766	DNA/TcMar-Tc4
NC_003279.8	429898	430131	DNA/hAT
NC_003279.8	430503	430747	DNA/hAT
NC_003279.8	431514	431608	DNA/TcMar-Tc4
NC_003279.8	431594	431740	DNA/TcMar-Tc4
NC_003279.8	431733	432447	DNA/TcMar-Tc4
NC_003279.8	433028	433140	DNA/PiggyBac?
NC_003279.8	433170	433511	DNA/TcMar-Tc4
NC_003279.8	437210	437249	Unknown
NC_003279.8	437250	437405	DNA/hAT
NC_003279.8	437255	437312	Satellite
NC_003279.8	437313	437482	DNA/hAT
NC_003279.8	437486	437542	DNA/hAT
NC_003279.8	438365	438596	DNA/hAT
NC_003279.8	438872	439058	DNA
NC_003279.8	439946	440102	DNA
NC_003279.8	441025	441078	DNA/hAT
NC_003279.8	441045	441217	DNA/hAT
NC_003279.8	442757	442923	DNA
NC_003279.8	443468	443751	DNA
NC_003279.8	446011	446127	DNA
NC_003279.8	447350	447616	DNA/TcMar-Tc1?
NC_003279.8	449067	449304	DNA/CMC-Chapaev?
NC_003279.8	449773	449883	DNA/TcMar-Tc1?
NC_003279.8	451605	451813	DNA/hAT
NC_003279.8	451919	452039	DNA/PiggyBac?
NC_003279.8	451957	452092	DNA/PiggyBac?
NC_003279.8	452245	452400	DNA/PiggyBac?
NC_003279.8	452332	452425	DNA/MULE-MuDR
NC_003279.8	454013	454298	DNA/PiggyBac?
NC_003279.8	454295	454472	DNA/PiggyBac?
NC_003279.8	455175	455254	DNA/hAT
NC_003279.8	455236	455325	RC/Helitron
NC_003279.8	458798	458971	DNA
NC_003279.8	459231	459538	DNA/TcMar-Tc1?
NC_003279.8	460122	460201	DNA/TcMar-Tc1?
NC_003279.8	464015	464191	DNA
NC_003279.8	470833	470895	Satellite
NC_003279.8	470896	470997	RC/Helitron
NC_003279.8	470998	471015	Satellite
NC_003279.8	471506	471678	DNA/TcMar-Tc1?
NC_003279.8	471728	471901	DNA/TcMar-Tc1?
NC_003279.8	472671	472807	Satellite
NC_003279.8	472966	473095	Satellite
NC_003279.8	473101	473267	DNA/PiggyBac?
NC_003279.8	473979	474068	DNA/hAT
NC_003279.8	474285	474620	DNA/TcMar-Pogo
NC_003279.8	474596	474612	DNA/TcMar-Pogo
NC_003279.8	474613	474708	DNA/TcMar-Pogo
NC_003279.8	474709	474719	DNA/TcMar-Pogo
NC_003279.8	475367	475622	SINE/tRNA-RTE
NC_003279.8	476731	476904	DNA
NC_003279.8	476908	477015	DNA
NC_003279.8	477025	477262	DNA
NC_003279.8	481155	481386	DNA
NC_003279.8	483061	483215	DNA
NC_003279.8	486149	486334	DNA
NC_003279.8	487070	487256	DNA
NC_003279.8	490450	490589	DNA
NC_003279.8	490594	490702	DNA
NC_003279.8	490858	491090	DNA
NC_003279.8	492404	492555	DNA
NC_003279.8	492614	492799	DNA
NC_003279.8	493591	493641	DNA/hAT
NC_003279.8	493638	493704	DNA/hAT
NC_003279.8	493706	493900	Satellite
NC_003279.8	494751	494990	DNA
NC_003279.8	495283	495326	DNA/CMC-Chapaev?
NC_003279.8	495342	495527	DNA
NC_003279.8	495557	495701	DNA
NC_003279.8	496474	496575	DNA/TcMar-Tc1?
NC_003279.8	496606	496953	DNA/hAT
NC_003279.8	496954	497119	DNA
NC_003279.8	497120	497165	DNA/TcMar-Tc1?
NC_003279.8	497257	497407	DNA/TcMar-Tc1?
NC_003279.8	497440	497483	DNA
NC_003279.8	497859	498385	DNA
NC_003279.8	498603	498792	DNA
NC_003279.8	500236	500966	DNA
NC_003279.8	500924	500975	DNA/MULE-MuDR
NC_003279.8	500990	501166	DNA
NC_003279.8	501195	501249	RC/Helitron
NC_003279.8	501248	501481	RC/Helitron
NC_003279.8	502167	502309	DNA
NC_003279.8	502529	502692	DNA
NC_003279.8	504501	504987	DNA
NC_003279.8	505047	505255	SINE/R2?
NC_003279.8	505234	505482	DNA
NC_003279.8	509431	509730	DNA
NC_003279.8	510141	510503	DNA/hAT
NC_003279.8	510504	510601	DNA
NC_003279.8	510630	510690	DNA
NC_003279.8	514273	514373	DNA
NC_003279.8	514385	514973	DNA/PiggyBac?
NC_003279.8	515568	516107	DNA/PiggyBac?
NC_003279.8	517061	517604	DNA
NC_003279.8	520715	520931	DNA
NC_003279.8	520933	521115	DNA
NC_003279.8	521116	521142	DNA
NC_003279.8	522122	522200	DNA/hAT
NC_003279.8	522201	522228	DNA/hAT
NC_003279.8	522201	522217	Unknown
NC_003279.8	522253	522429	DNA
NC_003279.8	523878	524097	DNA/hAT
NC_003279.8	525048	525224	DNA
NC_003279.8	525241	525429	DNA
NC_003279.8	526429	526640	DNA/hAT
NC_003279.8	526724	526959	RC/Helitron
NC_003279.8	528666	528787	DNA/hAT-Ac
NC_003279.8	528682	528833	Satellite
NC_003279.8	533335	533554	DNA
NC_003279.8	533601	533828	DNA
NC_003279.8	533916	534016	DNA
NC_003279.8	542953	543191	DNA
NC_003279.8	543588	543828	DNA
NC_003279.8	545240	545411	DNA
NC_003279.8	546853	547082	RC/Helitron
NC_003279.8	547724	547862	DNA
NC_003279.8	548546	548784	DNA
NC_003279.8	551047	551101	DNA/hAT
NC_003279.8	551102	551273	DNA
NC_003279.8	551470	551639	DNA
NC_003279.8	551934	552377	DNA/TcMar-Pogo
NC_003279.8	552927	553082	DNA/hAT-Ac
NC_003279.8	553617	553732	Unknown
NC_003279.8	554930	554977	DNA/hAT
NC_003279.8	557610	558343	DNA
NC_003279.8	558578	558649	Satellite
NC_003279.8	558815	558994	Satellite
NC_003279.8	558995	559117	DNA/hAT-Ac
NC_003279.8	559130	559224	DNA/hAT
NC_003279.8	559356	559396	Unknown
NC_003279.8	559928	560708	RC/Helitron
NC_003279.8	561016	561203	DNA
NC_003279.8	561989	562322	RC/Helitron
NC_003279.8	562322	562457	RC/Helitron
NC_003279.8	562399	562571	Satellite
NC_003279.8	563757	563882	DNA/hAT-Ac
NC_003279.8	563814	563918	DNA/hAT-Ac
NC_003279.8	563987	564040	DNA/hAT-Ac
NC_003279.8	564126	564252	DNA
NC_003279.8	564256	564443	DNA
NC_003279.8	564444	564514	DNA
NC_003279.8	568098	568182	DNA
NC_003279.8	568216	568513	DNA
NC_003279.8	568503	568747	DNA
NC_003279.8	571236	571482	RC/Helitron
NC_003279.8	576012	576102	DNA/hAT
NC_003279.8	576106	576283	DNA
NC_003279.8	576343	576424	DNA/hAT
NC_003279.8	577548	577621	Unknown
NC_003279.8	577559	577729	DNA/hAT
NC_003279.8	577622	577638	DNA/hAT-Ac
NC_003279.8	577724	577811	DNA/hAT
NC_003279.8	577785	577825	Satellite
NC_003279.8	577826	577887	DNA/hAT
NC_003279.8	577830	577896	DNA/hAT-Ac
NC_003279.8	577911	578069	DNA/PiggyBac?
NC_003279.8	578219	578256	DNA
NC_003279.8	579056	579116	DNA/PiggyBac?
NC_003279.8	579113	579172	DNA/hAT
NC_003279.8	579286	579382	DNA/hAT
NC_003279.8	579312	579400	Unknown
NC_003279.8	579383	579400	Satellite
NC_003279.8	579566	579655	Unknown
NC_003279.8	582902	583001	DNA/hAT
NC_003279.8	583105	583159	DNA/hAT-Ac
NC_003279.8	583145	583333	RC/Helitron
NC_003279.8	583349	583503	DNA/hAT-Ac
NC_003279.8	583396	583534	DNA/hAT-Ac
NC_003279.8	584674	584911	DNA
NC_003279.8	587827	588000	DNA
NC_003279.8	588332	588552	DNA/hAT
NC_003279.8	589124	589251	Satellite
NC_003279.8	589203	589291	DNA/hAT
NC_003279.8	589292	589449	DNA/hAT
NC_003279.8	589379	589786	RC/Helitron
NC_003279.8	589814	590132	DNA/hAT-Ac
NC_003279.8	590093	590147	DNA/hAT-Ac
NC_003279.8	590614	590698	DNA/hAT
NC_003279.8	590657	590806	DNA/hAT
NC_003279.8	590822	590954	Satellite
NC_003279.8	591071	591239	DNA
NC_003279.8	591357	591476	DNA
NC_003279.8	593039	593206	DNA
NC_003279.8	593777	593844	DNA/hAT
NC_003279.8	593790	594518	Unknown
NC_003279.8	593830	594652	RC/Helitron
NC_003279.8	594078	594937	RC/Helitron
NC_003279.8	594653	595002	Unknown
NC_003279.8	596722	596934	SINE/tRNA-RTE
NC_003279.8	596936	597296	DNA/TcMar-Tc1?
NC_003279.8	597297	597326	SINE/tRNA-RTE
NC_003279.8	597332	597491	DNA
NC_003279.8	598124	598532	DNA
NC_003279.8	598761	601097	DNA/TcMar-Tc1
NC_003279.8	601948	602103	DNA
NC_003279.8	602104	602276	DNA
NC_003279.8	602321	602385	RC/Helitron
NC_003279.8	602435	602521	DNA
NC_003279.8	602877	603018	DNA
NC_003279.8	603729	604174	Satellite
NC_003279.8	603760	604245	Unknown
NC_003279.8	603937	604311	Unknown
NC_003279.8	605183	605406	DNA
NC_003279.8	605407	605644	DNA
NC_003279.8	605716	605844	DNA
NC_003279.8	605866	606278	DNA/hAT
NC_003279.8	606279	606423	DNA
NC_003279.8	606427	606538	DNA
NC_003279.8	607006	607170	DNA
NC_003279.8	607737	607895	DNA
NC_003279.8	609576	610282	DNA/hAT
NC_003279.8	610304	610558	DNA/hAT
NC_003279.8	610525	610725	DNA/hAT
NC_003279.8	610692	610947	DNA/hAT
NC_003279.8	611025	611113	DNA/hAT
NC_003279.8	611080	611168	DNA/hAT
NC_003279.8	611135	611336	DNA/hAT
NC_003279.8	612044	612370	Unknown
NC_003279.8	612371	612705	Satellite
NC_003279.8	612706	612742	Unknown
NC_003279.8	613549	613647	DNA
NC_003279.8	614026	614350	DNA/TcMar-Tc1?
NC_003279.8	614419	614570	DNA
NC_003279.8	615017	615195	DNA
NC_003279.8	615193	615411	DNA
NC_003279.8	615410	615522	DNA/TcMar-Tc1?
NC_003279.8	615526	615656	DNA/TcMar-Tc1?
NC_003279.8	615722	615792	DNA
NC_003279.8	616169	616345	DNA
NC_003279.8	616754	616894	DNA/TcMar-Tc1?
NC_003279.8	616887	617028	DNA/TcMar-Tc1?
NC_003279.8	622224	622464	DNA
NC_003279.8	622620	622884	DNA/TcMar-Tc1?
NC_003279.8	631886	632352	RC/Helitron
NC_003279.8	633062	633853	DNA
NC_003279.8	634835	634892	DNA/PiggyBac?
NC_003279.8	635048	635630	DNA/PiggyBac?
NC_003279.8	638981	639163	DNA
NC_003279.8	639508	639733	DNA
NC_003279.8	639880	640092	DNA
NC_003279.8	640492	640643	DNA
NC_003279.8	641043	641229	DNA
NC_003279.8	642426	642611	DNA
NC_003279.8	643034	643499	RC/Helitron
NC_003279.8	643902	643956	DNA/hAT
NC_003279.8	644648	644815	DNA
NC_003279.8	645155	645310	DNA
NC_003279.8	646094	646243	DNA
NC_003279.8	646244	646481	DNA
NC_003279.8	646482	646562	DNA
NC_003279.8	646582	646805	DNA
NC_003279.8	647331	647560	DNA
NC_003279.8	648442	648541	DNA
NC_003279.8	648562	648605	DNA/CMC-Chapaev?
NC_003279.8	649098	649436	RC/Helitron
NC_003279.8	651723	651886	DNA
NC_003279.8	652396	652619	DNA/CMC-Chapaev?
NC_003279.8	652641	652752	DNA/TcMar-Tc1?
NC_003279.8	652815	652991	DNA
NC_003279.8	652992	653164	DNA/TcMar-Tc1?
NC_003279.8	653450	653638	DNA
NC_003279.8	655144	655494	DNA/TcMar-Tc1?
NC_003279.8	656077	656385	DNA
NC_003279.8	658003	658112	DNA/TcMar-Tc1?
NC_003279.8	659681	659807	DNA/TcMar-Tc1?
NC_003279.8	659837	659974	DNA/TcMar-Tc1?
NC_003279.8	660377	660474	DNA
NC_003279.8	660483	660561	DNA
NC_003279.8	662174	662401	DNA/TcMar-Tc1?
NC_003279.8	663999	664076	DNA/TcMar-Tc1?
NC_003279.8	664165	664289	DNA
NC_003279.8	665210	665305	DNA
NC_003279.8	665377	665601	RC/Helitron
NC_003279.8	665598	665769	DNA
NC_003279.8	665771	665873	DNA
NC_003279.8	666421	666535	DNA/hAT
NC_003279.8	668215	668755	RC/Helitron
NC_003279.8	668984	669203	DNA
NC_003279.8	669633	671757	RC/Helitron
NC_003279.8	673761	673991	DNA
NC_003279.8	675742	675932	DNA
NC_003279.8	677022	677782	DNA/MULE-MuDR
NC_003279.8	677920	678467	DNA/MULE-MuDR
NC_003279.8	679477	679529	DNA/TcMar-Tc1?
NC_003279.8	679483	679604	DNA/TcMar-Tc1?
NC_003279.8	679641	679813	DNA/TcMar-Tc1?
